model_id,story_id,condition_id,persona_id,temperature,temperature_label,emotion,n_attempts,n_valid_scores,mean_score,median_score,sd_score,var_score,min_score,max_score,mean_abs_dev_from_median,n_missing_scores
anthropic/claude-sonnet-4.5,T1,C01,p1,0.1,t01,anger,3,3,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C01,p1,0.1,t01,interest,3,3,72.0,72.0,0.0,0.0,72.0,72.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C01,p1,0.1,t01,sadness,3,3,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C01,p1,0.1,t01,surprise,3,3,68.0,68.0,0.0,0.0,68.0,68.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C02,p1,0.4,t04,anger,3,3,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C02,p1,0.4,t04,interest,3,3,72.0,72.0,0.0,0.0,72.0,72.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C02,p1,0.4,t04,sadness,3,3,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C02,p1,0.4,t04,surprise,3,3,68.0,68.0,0.0,0.0,68.0,68.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C03,p1,0.7,t07,anger,3,3,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C03,p1,0.7,t07,interest,3,3,72.0,72.0,0.0,0.0,72.0,72.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C03,p1,0.7,t07,sadness,3,3,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C03,p1,0.7,t07,surprise,3,3,68.0,68.0,0.0,0.0,68.0,68.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C04,p1,0.9,t09,anger,3,3,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C04,p1,0.9,t09,interest,3,3,72.0,72.0,0.0,0.0,72.0,72.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C04,p1,0.9,t09,sadness,3,3,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C04,p1,0.9,t09,surprise,3,3,68.0,68.0,0.0,0.0,68.0,68.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C05,p2,0.1,t01,anger,3,3,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C05,p2,0.1,t01,interest,3,3,72.0,72.0,0.0,0.0,72.0,72.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C05,p2,0.1,t01,sadness,3,3,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C05,p2,0.1,t01,surprise,3,3,65.0,65.0,0.0,0.0,65.0,65.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C06,p2,0.4,t04,anger,3,3,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C06,p2,0.4,t04,interest,3,3,72.0,72.0,0.0,0.0,72.0,72.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C06,p2,0.4,t04,sadness,3,3,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C06,p2,0.4,t04,surprise,3,3,67.0,68.0,1.414214,3.0,65.0,68.0,1.0,0
anthropic/claude-sonnet-4.5,T1,C07,p2,0.7,t07,anger,3,3,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C07,p2,0.7,t07,interest,3,3,72.0,72.0,0.0,0.0,72.0,72.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C07,p2,0.7,t07,sadness,3,3,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C07,p2,0.7,t07,surprise,3,3,66.0,65.0,1.414214,3.0,65.0,68.0,1.0,0
anthropic/claude-sonnet-4.5,T1,C08,p2,0.9,t09,anger,3,3,7.0,8.0,1.414214,3.0,5.0,8.0,1.0,0
anthropic/claude-sonnet-4.5,T1,C08,p2,0.9,t09,interest,3,3,72.0,72.0,0.0,0.0,72.0,72.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C08,p2,0.9,t09,sadness,3,3,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C08,p2,0.9,t09,surprise,3,3,65.0,65.0,0.0,0.0,65.0,65.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C09,p3,0.1,t01,anger,3,3,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C09,p3,0.1,t01,interest,3,3,72.0,72.0,0.0,0.0,72.0,72.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C09,p3,0.1,t01,sadness,3,3,28.333333,25.0,4.714045,33.333333,25.0,35.0,3.333333,0
anthropic/claude-sonnet-4.5,T1,C09,p3,0.1,t01,surprise,3,3,68.0,68.0,0.0,0.0,68.0,68.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C10,p3,0.4,t04,anger,3,3,12.666667,15.0,3.299832,16.333333,8.0,15.0,2.333333,0
anthropic/claude-sonnet-4.5,T1,C10,p3,0.4,t04,interest,3,3,72.0,72.0,0.0,0.0,72.0,72.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C10,p3,0.4,t04,sadness,3,3,28.333333,25.0,4.714045,33.333333,25.0,35.0,3.333333,0
anthropic/claude-sonnet-4.5,T1,C10,p3,0.4,t04,surprise,3,3,68.0,68.0,0.0,0.0,68.0,68.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C11,p3,0.7,t07,anger,3,3,11.666667,12.0,2.867442,12.333333,8.0,15.0,2.333333,0
anthropic/claude-sonnet-4.5,T1,C11,p3,0.7,t07,interest,3,3,72.0,72.0,0.0,0.0,72.0,72.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C11,p3,0.7,t07,sadness,3,3,29.333333,28.0,4.189935,26.333333,25.0,35.0,3.333333,0
anthropic/claude-sonnet-4.5,T1,C11,p3,0.7,t07,surprise,3,3,67.0,68.0,1.414214,3.0,65.0,68.0,1.0,0
anthropic/claude-sonnet-4.5,T1,C12,p3,0.9,t09,anger,3,3,9.333333,8.0,1.885618,5.333333,8.0,12.0,1.333333,0
anthropic/claude-sonnet-4.5,T1,C12,p3,0.9,t09,interest,3,3,72.0,72.0,0.0,0.0,72.0,72.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C12,p3,0.9,t09,sadness,3,3,35.0,35.0,8.164966,100.0,25.0,45.0,6.666667,0
anthropic/claude-sonnet-4.5,T1,C12,p3,0.9,t09,surprise,3,3,68.0,68.0,0.0,0.0,68.0,68.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C13,p4,0.1,t01,anger,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C13,p4,0.1,t01,interest,3,3,45.0,45.0,0.0,0.0,45.0,45.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C13,p4,0.1,t01,sadness,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C13,p4,0.1,t01,surprise,3,3,30.0,30.0,0.0,0.0,30.0,30.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C14,p4,0.4,t04,anger,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C14,p4,0.4,t04,interest,3,3,41.666667,45.0,4.714045,33.333333,35.0,45.0,3.333333,0
anthropic/claude-sonnet-4.5,T1,C14,p4,0.4,t04,sadness,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C14,p4,0.4,t04,surprise,3,3,30.0,30.0,4.082483,25.0,25.0,35.0,3.333333,0
anthropic/claude-sonnet-4.5,T1,C15,p4,0.7,t07,anger,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C15,p4,0.7,t07,interest,3,3,45.0,45.0,0.0,0.0,45.0,45.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C15,p4,0.7,t07,sadness,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C15,p4,0.7,t07,surprise,3,3,31.666667,30.0,2.357023,8.333333,30.0,35.0,1.666667,0
anthropic/claude-sonnet-4.5,T1,C16,p4,0.9,t09,anger,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C16,p4,0.9,t09,interest,3,3,41.666667,45.0,4.714045,33.333333,35.0,45.0,3.333333,0
anthropic/claude-sonnet-4.5,T1,C16,p4,0.9,t09,sadness,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C16,p4,0.9,t09,surprise,3,3,26.666667,30.0,4.714045,33.333333,20.0,30.0,3.333333,0
anthropic/claude-sonnet-4.5,T2,C01,p1,0.1,t01,anger,3,3,25.0,25.0,0.0,0.0,25.0,25.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C01,p1,0.1,t01,interest,3,3,78.0,78.0,0.0,0.0,78.0,78.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C01,p1,0.1,t01,sadness,3,3,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C01,p1,0.1,t01,surprise,3,3,82.0,82.0,0.0,0.0,82.0,82.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C02,p1,0.4,t04,anger,3,3,25.0,25.0,0.0,0.0,25.0,25.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C02,p1,0.4,t04,interest,3,3,78.0,78.0,0.0,0.0,78.0,78.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C02,p1,0.4,t04,sadness,3,3,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C02,p1,0.4,t04,surprise,3,3,82.0,82.0,0.0,0.0,82.0,82.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C03,p1,0.7,t07,anger,3,3,25.0,25.0,0.0,0.0,25.0,25.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C03,p1,0.7,t07,interest,3,3,78.0,78.0,0.0,0.0,78.0,78.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C03,p1,0.7,t07,sadness,3,3,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C03,p1,0.7,t07,surprise,3,3,84.0,85.0,1.414214,3.0,82.0,85.0,1.0,0
anthropic/claude-sonnet-4.5,T2,C04,p1,0.9,t09,anger,3,3,25.0,25.0,0.0,0.0,25.0,25.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C04,p1,0.9,t09,interest,3,3,78.0,78.0,0.0,0.0,78.0,78.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C04,p1,0.9,t09,sadness,3,3,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C04,p1,0.9,t09,surprise,3,3,83.0,82.0,1.414214,3.0,82.0,85.0,1.0,0
anthropic/claude-sonnet-4.5,T2,C05,p2,0.1,t01,anger,3,3,25.0,25.0,0.0,0.0,25.0,25.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C05,p2,0.1,t01,interest,3,3,78.0,78.0,0.0,0.0,78.0,78.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C05,p2,0.1,t01,sadness,3,3,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C05,p2,0.1,t01,surprise,3,3,72.0,72.0,0.0,0.0,72.0,72.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C06,p2,0.4,t04,anger,3,3,25.0,25.0,0.0,0.0,25.0,25.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C06,p2,0.4,t04,interest,3,3,77.0,78.0,1.414214,3.0,75.0,78.0,1.0,0
anthropic/claude-sonnet-4.5,T2,C06,p2,0.4,t04,sadness,3,3,16.666667,15.0,2.357023,8.333333,15.0,20.0,1.666667,0
anthropic/claude-sonnet-4.5,T2,C06,p2,0.4,t04,surprise,3,3,71.333333,72.0,0.942809,1.333333,70.0,72.0,0.666667,0
anthropic/claude-sonnet-4.5,T2,C07,p2,0.7,t07,anger,3,3,25.0,25.0,0.0,0.0,25.0,25.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C07,p2,0.7,t07,interest,3,3,78.0,78.0,0.0,0.0,78.0,78.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C07,p2,0.7,t07,sadness,3,3,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C07,p2,0.7,t07,surprise,3,3,75.333333,72.0,4.714045,33.333333,72.0,82.0,3.333333,0
anthropic/claude-sonnet-4.5,T2,C08,p2,0.9,t09,anger,3,3,23.333333,25.0,2.357023,8.333333,20.0,25.0,1.666667,0
anthropic/claude-sonnet-4.5,T2,C08,p2,0.9,t09,interest,3,3,77.0,78.0,1.414214,3.0,75.0,78.0,1.0,0
anthropic/claude-sonnet-4.5,T2,C08,p2,0.9,t09,sadness,3,3,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C08,p2,0.9,t09,surprise,3,3,74.666667,72.0,5.249339,41.333333,70.0,82.0,4.0,0
anthropic/claude-sonnet-4.5,T2,C09,p3,0.1,t01,anger,3,3,35.0,35.0,0.0,0.0,35.0,35.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C09,p3,0.1,t01,interest,3,3,78.0,78.0,0.0,0.0,78.0,78.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C09,p3,0.1,t01,sadness,3,3,42.0,42.0,0.0,0.0,42.0,42.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C09,p3,0.1,t01,surprise,3,3,85.0,85.0,0.0,0.0,85.0,85.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C10,p3,0.4,t04,anger,3,3,39.666667,42.0,3.299832,16.333333,35.0,42.0,2.333333,0
anthropic/claude-sonnet-4.5,T2,C10,p3,0.4,t04,interest,3,3,80.666667,82.0,1.885618,5.333333,78.0,82.0,1.333333,0
anthropic/claude-sonnet-4.5,T2,C10,p3,0.4,t04,sadness,3,3,37.333333,35.0,3.299832,16.333333,35.0,42.0,2.333333,0
anthropic/claude-sonnet-4.5,T2,C10,p3,0.4,t04,surprise,3,3,87.0,88.0,1.414214,3.0,85.0,88.0,1.0,0
anthropic/claude-sonnet-4.5,T2,C11,p3,0.7,t07,anger,3,3,35.0,35.0,0.0,0.0,35.0,35.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C11,p3,0.7,t07,interest,3,3,78.0,78.0,0.0,0.0,78.0,78.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C11,p3,0.7,t07,sadness,3,3,42.0,42.0,0.0,0.0,42.0,42.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C11,p3,0.7,t07,surprise,3,3,85.0,85.0,0.0,0.0,85.0,85.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C12,p3,0.9,t09,anger,3,3,39.666667,42.0,3.299832,16.333333,35.0,42.0,2.333333,0
anthropic/claude-sonnet-4.5,T2,C12,p3,0.9,t09,interest,3,3,80.666667,82.0,1.885618,5.333333,78.0,82.0,1.333333,0
anthropic/claude-sonnet-4.5,T2,C12,p3,0.9,t09,sadness,3,3,37.333333,35.0,3.299832,16.333333,35.0,42.0,2.333333,0
anthropic/claude-sonnet-4.5,T2,C12,p3,0.9,t09,surprise,3,3,87.0,88.0,1.414214,3.0,85.0,88.0,1.0,0
anthropic/claude-sonnet-4.5,T2,C13,p4,0.1,t01,anger,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C13,p4,0.1,t01,interest,3,3,72.0,72.0,0.0,0.0,72.0,72.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C13,p4,0.1,t01,sadness,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C13,p4,0.1,t01,surprise,3,3,68.0,68.0,0.0,0.0,68.0,68.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C14,p4,0.4,t04,anger,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C14,p4,0.4,t04,interest,3,3,72.0,72.0,0.0,0.0,72.0,72.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C14,p4,0.4,t04,sadness,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C14,p4,0.4,t04,surprise,3,3,68.0,68.0,0.0,0.0,68.0,68.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C15,p4,0.7,t07,anger,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C15,p4,0.7,t07,interest,3,3,72.0,72.0,0.0,0.0,72.0,72.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C15,p4,0.7,t07,sadness,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C15,p4,0.7,t07,surprise,3,3,77.0,78.0,6.97615,73.0,68.0,85.0,5.666667,0
anthropic/claude-sonnet-4.5,T2,C16,p4,0.9,t09,anger,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C16,p4,0.9,t09,interest,3,3,63.0,72.0,12.727922,243.0,45.0,72.0,9.0,0
anthropic/claude-sonnet-4.5,T2,C16,p4,0.9,t09,sadness,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C16,p4,0.9,t09,surprise,3,3,56.0,65.0,14.899664,333.0,35.0,68.0,11.0,0
anthropic/claude-sonnet-4.5,T3,C01,p1,0.1,t01,anger,3,3,65.0,65.0,0.0,0.0,65.0,65.0,0.0,0
anthropic/claude-sonnet-4.5,T3,C01,p1,0.1,t01,interest,3,3,72.0,72.0,0.0,0.0,72.0,72.0,0.0,0
anthropic/claude-sonnet-4.5,T3,C01,p1,0.1,t01,sadness,3,3,78.0,78.0,0.0,0.0,78.0,78.0,0.0,0
anthropic/claude-sonnet-4.5,T3,C01,p1,0.1,t01,surprise,3,3,68.0,68.0,0.0,0.0,68.0,68.0,0.0,0
anthropic/claude-sonnet-4.5,T3,C02,p1,0.4,t04,anger,3,3,67.0,68.0,1.414214,3.0,65.0,68.0,1.0,0
anthropic/claude-sonnet-4.5,T3,C02,p1,0.4,t04,interest,3,3,77.0,78.0,1.414214,3.0,75.0,78.0,1.0,0
anthropic/claude-sonnet-4.5,T3,C02,p1,0.4,t04,sadness,3,3,83.333333,85.0,2.357023,8.333333,80.0,85.0,1.666667,0
anthropic/claude-sonnet-4.5,T3,C02,p1,0.4,t04,surprise,3,3,71.333333,72.0,0.942809,1.333333,70.0,72.0,0.666667,0
anthropic/claude-sonnet-4.5,T3,C03,p1,0.7,t07,anger,3,3,65.0,65.0,0.0,0.0,65.0,65.0,0.0,0
anthropic/claude-sonnet-4.5,T3,C03,p1,0.7,t07,interest,3,3,73.0,72.0,1.414214,3.0,72.0,75.0,1.0,0
anthropic/claude-sonnet-4.5,T3,C03,p1,0.7,t07,sadness,3,3,78.666667,78.0,0.942809,1.333333,78.0,80.0,0.666667,0
anthropic/claude-sonnet-4.5,T3,C03,p1,0.7,t07,surprise,3,3,68.666667,68.0,0.942809,1.333333,68.0,70.0,0.666667,0
anthropic/claude-sonnet-4.5,T3,C04,p1,0.9,t09,anger,3,3,68.666667,68.0,0.942809,1.333333,68.0,70.0,0.666667,0
anthropic/claude-sonnet-4.5,T3,C04,p1,0.9,t09,interest,3,3,77.0,78.0,1.414214,3.0,75.0,78.0,1.0,0
anthropic/claude-sonnet-4.5,T3,C04,p1,0.9,t09,sadness,3,3,81.0,81.0,0.816497,1.0,80.0,82.0,0.666667,0
anthropic/claude-sonnet-4.5,T3,C04,p1,0.9,t09,surprise,3,3,69.666667,72.0,3.299832,16.333333,65.0,72.0,2.333333,0
anthropic/claude-sonnet-4.5,T3,C05,p2,0.1,t01,anger,3,3,59.333333,55.0,6.128259,56.333333,55.0,68.0,4.333333,0
anthropic/claude-sonnet-4.5,T3,C05,p2,0.1,t01,interest,3,3,76.0,75.0,1.414214,3.0,75.0,78.0,1.0,0
anthropic/claude-sonnet-4.5,T3,C05,p2,0.1,t01,sadness,3,3,73.666667,70.0,5.18545,40.333333,70.0,81.0,3.666667,0
anthropic/claude-sonnet-4.5,T3,C05,p2,0.1,t01,surprise,3,3,67.333333,65.0,3.299832,16.333333,65.0,72.0,2.333333,0
anthropic/claude-sonnet-4.5,T3,C06,p2,0.4,t04,anger,3,3,59.333333,55.0,6.128259,56.333333,55.0,68.0,4.333333,0
anthropic/claude-sonnet-4.5,T3,C06,p2,0.4,t04,interest,3,3,76.0,75.0,1.414214,3.0,75.0,78.0,1.0,0
anthropic/claude-sonnet-4.5,T3,C06,p2,0.4,t04,sadness,3,3,75.0,70.0,7.071068,75.0,70.0,85.0,5.0,0
anthropic/claude-sonnet-4.5,T3,C06,p2,0.4,t04,surprise,3,3,67.333333,65.0,3.299832,16.333333,65.0,72.0,2.333333,0
anthropic/claude-sonnet-4.5,T3,C07,p2,0.7,t07,anger,3,3,60.0,60.0,0.0,0.0,60.0,60.0,0.0,0
anthropic/claude-sonnet-4.5,T3,C07,p2,0.7,t07,interest,3,3,75.0,75.0,0.0,0.0,75.0,75.0,0.0,0
anthropic/claude-sonnet-4.5,T3,C07,p2,0.7,t07,sadness,3,3,70.0,70.0,0.0,0.0,70.0,70.0,0.0,0
anthropic/claude-sonnet-4.5,T3,C07,p2,0.7,t07,surprise,3,3,65.0,65.0,0.0,0.0,65.0,65.0,0.0,0
anthropic/claude-sonnet-4.5,T3,C08,p2,0.9,t09,anger,3,3,63.666667,65.0,4.189935,26.333333,58.0,68.0,3.333333,0
anthropic/claude-sonnet-4.5,T3,C08,p2,0.9,t09,interest,3,3,77.0,78.0,1.414214,3.0,75.0,78.0,1.0,0
anthropic/claude-sonnet-4.5,T3,C08,p2,0.9,t09,sadness,3,3,75.333333,80.0,7.318166,80.333333,65.0,81.0,5.333333,0
anthropic/claude-sonnet-4.5,T3,C08,p2,0.9,t09,surprise,3,3,71.333333,72.0,0.942809,1.333333,70.0,72.0,0.666667,0
anthropic/claude-sonnet-4.5,T3,C09,p3,0.1,t01,anger,3,3,71.0,68.0,6.480741,63.0,65.0,80.0,5.0,0
anthropic/claude-sonnet-4.5,T3,C09,p3,0.1,t01,interest,3,3,76.0,75.0,1.414214,3.0,75.0,78.0,1.0,0
anthropic/claude-sonnet-4.5,T3,C09,p3,0.1,t01,sadness,3,3,85.0,85.0,0.0,0.0,85.0,85.0,0.0,0
anthropic/claude-sonnet-4.5,T3,C09,p3,0.1,t01,surprise,3,3,70.666667,70.0,0.942809,1.333333,70.0,72.0,0.666667,0
anthropic/claude-sonnet-4.5,T3,C10,p3,0.4,t04,anger,3,3,65.0,65.0,0.0,0.0,65.0,65.0,0.0,0
anthropic/claude-sonnet-4.5,T3,C10,p3,0.4,t04,interest,3,3,75.0,75.0,0.0,0.0,75.0,75.0,0.0,0
anthropic/claude-sonnet-4.5,T3,C10,p3,0.4,t04,sadness,3,3,85.0,85.0,0.0,0.0,85.0,85.0,0.0,0
anthropic/claude-sonnet-4.5,T3,C10,p3,0.4,t04,surprise,3,3,70.0,70.0,0.0,0.0,70.0,70.0,0.0,0
anthropic/claude-sonnet-4.5,T3,C11,p3,0.7,t07,anger,3,3,66.666667,65.0,2.357023,8.333333,65.0,70.0,1.666667,0
anthropic/claude-sonnet-4.5,T3,C11,p3,0.7,t07,interest,3,3,76.0,75.0,1.414214,3.0,75.0,78.0,1.0,0
anthropic/claude-sonnet-4.5,T3,C11,p3,0.7,t07,sadness,3,3,86.0,85.0,1.414214,3.0,85.0,88.0,1.0,0
anthropic/claude-sonnet-4.5,T3,C11,p3,0.7,t07,surprise,3,3,69.0,70.0,2.94392,13.0,65.0,72.0,2.333333,0
anthropic/claude-sonnet-4.5,T3,C12,p3,0.9,t09,anger,3,3,70.0,65.0,7.071068,75.0,65.0,80.0,5.0,0
anthropic/claude-sonnet-4.5,T3,C12,p3,0.9,t09,interest,3,3,75.0,75.0,0.0,0.0,75.0,75.0,0.0,0
anthropic/claude-sonnet-4.5,T3,C12,p3,0.9,t09,sadness,3,3,85.0,85.0,0.0,0.0,85.0,85.0,0.0,0
anthropic/claude-sonnet-4.5,T3,C12,p3,0.9,t09,surprise,3,3,70.0,70.0,0.0,0.0,70.0,70.0,0.0,0
anthropic/claude-sonnet-4.5,T3,C13,p4,0.1,t01,anger,3,3,16.666667,15.0,2.357023,8.333333,15.0,20.0,1.666667,0
anthropic/claude-sonnet-4.5,T3,C13,p4,0.1,t01,interest,3,3,51.666667,45.0,9.42809,133.333333,45.0,65.0,6.666667,0
anthropic/claude-sonnet-4.5,T3,C13,p4,0.1,t01,sadness,3,3,18.333333,20.0,2.357023,8.333333,15.0,20.0,1.666667,0
anthropic/claude-sonnet-4.5,T3,C13,p4,0.1,t01,surprise,3,3,35.0,30.0,7.071068,75.0,30.0,45.0,5.0,0
anthropic/claude-sonnet-4.5,T3,C14,p4,0.4,t04,anger,3,3,12.666667,15.0,3.299832,16.333333,8.0,15.0,2.333333,0
