manifest_row,run_id,model_id,provider,language,story_id,persona_id,persona_label,temperature,repetition,prompt_template,response_schema,should_compare_to_human_primary,notes
20,iceccme2026_primary_neutral_v1,openai/gpt-5.4,openrouter,ja,T3,p0,neutral_reader,0.4,1,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
21,iceccme2026_primary_neutral_v1,openai/gpt-5.4,openrouter,ja,T3,p0,neutral_reader,0.4,2,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
22,iceccme2026_primary_neutral_v1,openai/gpt-5.4,openrouter,ja,T3,p0,neutral_reader,0.4,3,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
23,iceccme2026_primary_neutral_v1,openai/gpt-5.4,openrouter,ja,T3,p0,neutral_reader,0.4,4,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
24,iceccme2026_primary_neutral_v1,openai/gpt-5.4,openrouter,ja,T3,p0,neutral_reader,0.4,5,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
25,iceccme2026_primary_neutral_v1,openai/gpt-5.4,openrouter,ja,T3,p0,neutral_reader,0.4,6,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
26,iceccme2026_primary_neutral_v1,openai/gpt-5.4,openrouter,ja,T3,p0,neutral_reader,0.4,7,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
27,iceccme2026_primary_neutral_v1,openai/gpt-5.4,openrouter,ja,T3,p0,neutral_reader,0.4,8,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
28,iceccme2026_primary_neutral_v1,openai/gpt-5.4,openrouter,ja,T3,p0,neutral_reader,0.4,9,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
29,iceccme2026_primary_neutral_v1,openai/gpt-5.4,openrouter,ja,T3,p0,neutral_reader,0.4,10,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
110,iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,ja,T3,p0,neutral_reader,0.4,1,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
111,iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,ja,T3,p0,neutral_reader,0.4,2,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
112,iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,ja,T3,p0,neutral_reader,0.4,3,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
113,iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,ja,T3,p0,neutral_reader,0.4,4,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
114,iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,ja,T3,p0,neutral_reader,0.4,5,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
115,iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,ja,T3,p0,neutral_reader,0.4,6,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
116,iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,ja,T3,p0,neutral_reader,0.4,7,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
117,iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,ja,T3,p0,neutral_reader,0.4,8,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
118,iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,ja,T3,p0,neutral_reader,0.4,9,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
119,iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,ja,T3,p0,neutral_reader,0.4,10,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
200,iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,ja,T3,p0,neutral_reader,0.4,1,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
201,iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,ja,T3,p0,neutral_reader,0.4,2,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
202,iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,ja,T3,p0,neutral_reader,0.4,3,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
203,iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,ja,T3,p0,neutral_reader,0.4,4,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
204,iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,ja,T3,p0,neutral_reader,0.4,5,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
205,iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,ja,T3,p0,neutral_reader,0.4,6,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
206,iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,ja,T3,p0,neutral_reader,0.4,7,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
207,iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,ja,T3,p0,neutral_reader,0.4,8,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
208,iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,ja,T3,p0,neutral_reader,0.4,9,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
209,iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,ja,T3,p0,neutral_reader,0.4,10,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
290,iceccme2026_primary_neutral_v1,x-ai/grok-4.20,openrouter,ja,T3,p0,neutral_reader,0.4,1,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
291,iceccme2026_primary_neutral_v1,x-ai/grok-4.20,openrouter,ja,T3,p0,neutral_reader,0.4,2,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
292,iceccme2026_primary_neutral_v1,x-ai/grok-4.20,openrouter,ja,T3,p0,neutral_reader,0.4,3,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
293,iceccme2026_primary_neutral_v1,x-ai/grok-4.20,openrouter,ja,T3,p0,neutral_reader,0.4,4,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
294,iceccme2026_primary_neutral_v1,x-ai/grok-4.20,openrouter,ja,T3,p0,neutral_reader,0.4,5,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
295,iceccme2026_primary_neutral_v1,x-ai/grok-4.20,openrouter,ja,T3,p0,neutral_reader,0.4,6,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
296,iceccme2026_primary_neutral_v1,x-ai/grok-4.20,openrouter,ja,T3,p0,neutral_reader,0.4,7,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
297,iceccme2026_primary_neutral_v1,x-ai/grok-4.20,openrouter,ja,T3,p0,neutral_reader,0.4,8,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
298,iceccme2026_primary_neutral_v1,x-ai/grok-4.20,openrouter,ja,T3,p0,neutral_reader,0.4,9,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
299,iceccme2026_primary_neutral_v1,x-ai/grok-4.20,openrouter,ja,T3,p0,neutral_reader,0.4,10,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
380,iceccme2026_primary_neutral_v1,deepseek/deepseek-v3.2,openrouter,ja,T3,p0,neutral_reader,0.4,1,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
381,iceccme2026_primary_neutral_v1,deepseek/deepseek-v3.2,openrouter,ja,T3,p0,neutral_reader,0.4,2,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
382,iceccme2026_primary_neutral_v1,deepseek/deepseek-v3.2,openrouter,ja,T3,p0,neutral_reader,0.4,3,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
383,iceccme2026_primary_neutral_v1,deepseek/deepseek-v3.2,openrouter,ja,T3,p0,neutral_reader,0.4,4,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
384,iceccme2026_primary_neutral_v1,deepseek/deepseek-v3.2,openrouter,ja,T3,p0,neutral_reader,0.4,5,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
385,iceccme2026_primary_neutral_v1,deepseek/deepseek-v3.2,openrouter,ja,T3,p0,neutral_reader,0.4,6,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
386,iceccme2026_primary_neutral_v1,deepseek/deepseek-v3.2,openrouter,ja,T3,p0,neutral_reader,0.4,7,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
387,iceccme2026_primary_neutral_v1,deepseek/deepseek-v3.2,openrouter,ja,T3,p0,neutral_reader,0.4,8,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
388,iceccme2026_primary_neutral_v1,deepseek/deepseek-v3.2,openrouter,ja,T3,p0,neutral_reader,0.4,9,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
389,iceccme2026_primary_neutral_v1,deepseek/deepseek-v3.2,openrouter,ja,T3,p0,neutral_reader,0.4,10,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
470,iceccme2026_primary_neutral_v1,qwen/qwen3.6-plus,openrouter,ja,T3,p0,neutral_reader,0.4,1,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
471,iceccme2026_primary_neutral_v1,qwen/qwen3.6-plus,openrouter,ja,T3,p0,neutral_reader,0.4,2,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
472,iceccme2026_primary_neutral_v1,qwen/qwen3.6-plus,openrouter,ja,T3,p0,neutral_reader,0.4,3,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
473,iceccme2026_primary_neutral_v1,qwen/qwen3.6-plus,openrouter,ja,T3,p0,neutral_reader,0.4,4,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
474,iceccme2026_primary_neutral_v1,qwen/qwen3.6-plus,openrouter,ja,T3,p0,neutral_reader,0.4,5,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
475,iceccme2026_primary_neutral_v1,qwen/qwen3.6-plus,openrouter,ja,T3,p0,neutral_reader,0.4,6,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
476,iceccme2026_primary_neutral_v1,qwen/qwen3.6-plus,openrouter,ja,T3,p0,neutral_reader,0.4,7,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
477,iceccme2026_primary_neutral_v1,qwen/qwen3.6-plus,openrouter,ja,T3,p0,neutral_reader,0.4,8,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
478,iceccme2026_primary_neutral_v1,qwen/qwen3.6-plus,openrouter,ja,T3,p0,neutral_reader,0.4,9,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
479,iceccme2026_primary_neutral_v1,qwen/qwen3.6-plus,openrouter,ja,T3,p0,neutral_reader,0.4,10,prompts/iceccme/emotion_eval_user_template_multilingual_json.md,prompts/shared/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
